avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,binnedIncLow,binnedIncHigh
0.0016778523489932886,0.0027129292496608838,0.3536786539096008,0.09168655529037388,0.10075246371183068,0.0017288028426274144,0.5542986425339367,0.0,0.031909589496426784,0.40425531914893614,0.5046082949308756,0.6327161275614883,0.40890688259109303,0.5179407176287052,0.39448275862068966,0.007722007722007723,0.6659619450317125,0.11083123425692695,0.3931034482758621,0.4185714285714286,0.222027972027972,0.6307977736549166,0.5,0.5327847475519687,0.45038991724690663,0.005637549159644285,0.025849609203225717,0.43458605200475636,0.5584940523813929,0.0,0.0
0.0006291946308724832,0.0007853216249018348,0.45562520620257346,0.22663086714399358,0.18397009563571048,0.0003721926374691294,0.3438914027149321,0.0,0.04221372777131461,0.5886524822695035,0.5875576036866358,0.5744573064160693,0.562753036437247,0.2574102964118565,0.5434482758620689,0.0,0.7124735729386893,0.07052896725440805,0.2896551724137931,0.5228571428571428,0.3461538461538461,0.640074211502783,0.5181818181818181,0.8690605350863464,0.10599654258183562,0.012924798116009476,0.002526390837462811,0.4843256111929521,0.40192076837301505,0.45612992060121726,0.09304953460465192
0.0026216442953020135,0.003141286499607339,0.36423622566809627,0.20067621320604612,0.6186125540074761,0.0033892638403298504,0.08371040723981901,0.0,0.017118165198603954,0.22222222222222224,0.2580645161290322,0.6023202208769218,0.6518218623481781,0.2246489859594384,0.5655172413793104,0.0888030888030888,0.4439746300211417,0.31989924433249367,0.044827586206896544,0.8428571428571429,0.8234265734265734,0.1521335807050093,0.1068181818181818,0.8773973142205926,0.021526598430300366,0.006733501357594821,0.05362611942096483,0.49556566213424313,0.46737160013337176,1.0,1.0
0.0007078439597315436,0.0005711429999286071,0.26064005278785873,0.1782020684168655,0.5821350550997622,0.0010067392925783216,0.03167420814479637,0.0,0.01661957786272228,0.2174940898345154,0.24193548387096764,0.8556194432483092,0.9331983805668017,0.1107644305772231,0.45931034482758615,0.14864864864864866,0.3572938689217759,0.561712846347607,0.19310344827586207,0.8328571428571429,0.8234265734265734,0.14100185528756962,0.1340909090909091,0.9651059520265161,0.0041893135944006165,0.018038292053391483,0.025065258814515354,1.0,0.28616852154158556,1.0,1.0
0.006973573825503356,0.00678232312415221,0.36423622566809627,0.3052903739061257,0.2199330064566241,0.00385743006146341,0.28280542986425344,0.0,0.03290676416819013,0.44208037825059104,0.4746543778801842,0.5921882519820664,0.5546558704453441,0.2542901716068643,0.4289655172413793,0.08494208494208495,0.5940803382663848,0.28463476070528965,0.20344827586206896,0.6785714285714286,0.5489510489510488,0.5269016697588127,0.3977272727272727,0.8985518749835281,0.06348767085547848,0.014705523450035772,0.007592241811556493,0.4328859521879111,0.2625264644219174,0.5806534635627791,0.1509950567127085
0.0014419043624161075,0.0014278574998215178,0.32761464863081485,0.23180190930787584,0.31870479149473274,0.0010334860290093922,0.18552036199095023,0.0,0.03074621904603622,0.3191489361702127,0.5184331797235021,0.5795232908634971,0.7692307692307693,0.42745709828393136,0.43448275862068964,0.19884169884169886,0.5560253699788583,0.2216624685138539,0.1206896551724138,0.7271428571428572,0.687062937062937,0.3617810760667904,0.3022727272727273,0.918967953496393,0.001337352799013366,0.007261023754780149,0.01686941084409076,0.584951509641586,0.29934632363179325,0.8211558506736671,0.29837371426946224
0.002883808724832215,0.0030698936246162634,0.3582975915539426,0.2539777247414478,0.2561095198796058,0.0016536759800048477,0.1719457013574661,0.0058056439927901575,0.03839122486288848,0.5200945626477541,0.5599078341013825,0.5769902986397831,0.7186234817813766,0.19344773790951642,0.5324137931034483,0.09073359073359075,0.7822410147991544,0.24685138539042822,0.1310344827586207,0.7414285714285715,0.5174825174825175,0.4712430426716142,0.2931818181818182,0.9736084037668112,0.01084693309663127,0.0073792814753946,0.0016072647245767458,0.565234231989863,0.27959187239463557,0.6532473716043187,0.184083030599375
0.005138422818791947,0.0059256086242592985,0.4262619597492576,0.2454256165473349,0.1784261371911258,0.0034101105613717144,0.328054298642534,0.0,0.030413827488781783,0.4160756501182033,0.4423963133640552,0.7112388864966185,0.5526315789473684,0.31981279251170047,0.5903448275862069,0.023166023166023165,0.7716701902748415,0.11335012594458438,0.3793103448275862,0.4857142857142857,0.3339160839160839,0.515769944341373,0.39999999999999997,0.7696137052714969,0.18938378270211653,0.008593479732610204,0.046474064333192115,0.5354345961102974,0.16020160778209347,0.45612992060121726,0.09304953460465192
0.0063705956375838925,0.006068394374241451,0.5433850214450675,0.44749403341288774,0.09815039565027428,0.0031122581178065906,0.5113122171945702,0.0,0.02858567392388233,0.3522458628841607,0.4331797235023041,0.6124521897717774,0.12955465587044532,0.22308892355694232,0.6027586206896552,0.23166023166023167,0.5602536997885835,0.16876574307304784,0.43448275862068964,0.44,0.3286713286713286,0.5955473098330241,0.5386363636363636,0.0885273933541799,0.8967362031764095,0.0309700693110297,0.030365451550636087,0.07292289084117098,0.2050255458800643,0.0,0.0
0.00571518456375839,0.006139787249232527,0.4114153744638733,0.2587509944311853,0.19041701053449198,0.004558351889701179,0.3597285067873304,0.004342020753357023,0.02376599634369287,0.3191489361702127,0.34792626728110587,0.6833759720357658,0.6295546558704453,0.26677067082683315,0.5834482758620689,0.09845559845559845,0.7124735729386893,0.17632241813602015,0.2517241379310345,0.537142857142857,0.4283216783216783,0.5120593692022264,0.4568181818181818,0.8191584372275768,0.08207680704507929,0.016990690039007272,0.10802795837373494,0.5689675197087556,0.2306597519988131,0.45612992060121726,0.09304953460465192
